EmployeeID,Avg_Hours,No_of_leaves
624,8.357217473884141,15
625,8.003630952380952,11
626,6.030533000949668,15
627,7.257867149758454,19
628,7.982340136054422,4
629,9.147914332399626,11
630,9.490839002267574,4
631,9.765182149362477,5
632,9.139694802098235,16
633,6.293377498837749,10
634,5.980848765432099,15
635,8.352560028248588,13
636,7.345115942028986,19
637,7.641984289617486,5
638,8.557337962962963,9
639,7.241500706214689,13
640,7.341077546296296,9
641,6.568230625583566,11
642,6.67300339640951,20
643,6.0623719707361685,6
644,6.061382001836547,7
645,7.951031746031746,18
646,8.760514739229025,4
647,6.154985016136468,8
648,6.889428104575164,11
649,5.96328314659197,11
650,6.993726258309591,15
651,10.987004985754986,15
652,10.738438245112064,16
653,7.453135964912281,21
654,9.166666666666666,5
655,8.653005668934242,4
656,9.836632996632996,18
657,9.582844907407408,9
658,7.566000461041955,8
659,6.8726167133520075,11
660,8.880296296296297,9
661,10.94409214092141,3
662,6.563901946818613,15
663,6.769218749999999,9
664,10.331485507246377,19
665,7.776643026004728,14
666,7.464078014184397,14
667,10.440199864498645,3
668,9.382120567375885,14
669,6.386339586339587,18
670,10.5655330634278,2
671,5.955519221753399,12
672,9.670960249042144,17
673,6.961737020863659,20
674,9.475749433106575,4
675,8.373545821462487,15
676,6.771701239866476,16
677,7.948861350574712,17
678,6.774760156632403,22
679,5.997543798985708,8
680,8.360185564663023,5
681,6.009149610136452,21
682,6.466128618113912,11
683,7.690837924701561,7
684,6.199415142991092,12
685,6.696461805555556,9
686,7.6779837570621465,13
687,7.980352789498359,12
688,10.359206008583692,16
689,9.762511622501163,10
690,9.933592436974791,11
691,10.364593579234974,5
692,5.983317395264117,5
693,10.054169082125604,19
694,7.790689655172414,17
695,9.039635933806146,14
696,5.957780203784571,20
697,9.643303114830312,10
698,6.5726011208577,21
699,7.971266762452107,17
700,7.276188657407407,9
701,7.34832171083217,10
702,5.95525956284153,5
703,7.639451536643026,14
704,9.465752611585946,15
705,9.484069794584501,11
706,6.562017112048758,12
707,7.221183891314896,20
708,6.288872980910426,22
709,8.473284813197477,20
710,6.078976608187134,21
711,6.0813259734093075,15
712,7.593828303612255,6
713,7.088200836820083,10
714,7.436114782183064,22
715,7.859386384335155,5
716,7.146286996603591,20
717,7.329854664791374,12
718,8.675349794238684,6
719,10.354089834515367,14
720,6.373924501424501,15
721,6.476337099811676,13
722,7.196734330484331,15
723,7.655681605975724,11
724,9.09908713692946,8
725,6.363332104228122,23
726,7.877681211254173,16
727,6.694442070275404,15
728,10.851743375174337,10
729,10.212201979307242,2
730,7.0813524987869965,20
731,10.639502801120448,11
732,10.35420751633987,11
733,7.747439814814815,9
734,10.361554118773945,17
735,6.58528940027894,10
736,7.196765790686953,8
737,9.066753398968588,12
738,9.681000233426705,11
739,10.283298460798461,18
740,9.955867911479945,8
741,6.270008641975309,24
742,6.052616033755275,12
743,6.448931442080378,14
744,7.491549516908213,19
745,7.654222222222223,19
746,7.939088693957115,21
747,6.773947113051917,20
748,6.192237206085753,8
749,7.054139822595705,11
750,8.550217127607958,20
751,6.172754830917874,19
752,10.570170505871726,3
753,7.45217095851216,16
754,9.362630579297246,15
755,7.274425925925926,9
756,7.507894557823129,4
757,7.259018361581921,13
758,7.571740984405459,21
759,8.006471984805318,15
760,7.160317786922725,6
761,6.3051610644257705,11
762,7.287133786848073,4
763,7.758972105016409,12
764,7.1933450539146735,12
765,7.572019551740582,16
766,6.5953544061302685,17
767,6.274268095896726,8
768,9.633852401129943,13
769,7.455260196905767,12
770,6.07721977484092,22
771,10.45555784179241,6
772,6.364440821256038,19
773,6.648975334255417,8
774,6.64109477124183,11
775,9.375786465477825,6
776,6.779108695652174,19
777,10.456652482269504,14
778,6.621324975417896,23
779,10.26891518061271,6
780,10.567325498575498,15
781,7.089790780141844,14
782,7.374903846153846,15
783,8.001547291092745,7
784,6.463115164520744,16
785,6.5767028985507245,19
786,6.8828501899335235,15
787,6.7555059935454125,8
788,6.486430555555556,9
789,6.897045765027322,5
790,7.258863211951447,11
791,6.852155131826741,13
792,6.037040911204092,10
793,7.267333578071463,22
794,7.549613010446344,15
795,6.0692185990338166,19
796,7.548248792270531,19
797,6.8654331450094155,13
798,6.277629791363416,20
799,6.5112602459016395,5
800,7.763866026520348,6
801,8.478593893480257,7
802,6.575353646598139,22
803,8.488934191702432,16
804,7.322370990237099,10
805,10.250269775948787,6
806,7.002085048010974,6
807,6.078417125803489,7
808,10.642817966903074,14
809,7.8681136156648455,5
810,10.804342592592594,9
811,7.5580851548269585,5
812,6.0968483796296296,9
813,6.9330812530592265,22
814,6.37427515498331,16
815,7.095443989071039,5
816,5.947010869565218,19
817,8.425294612794612,18
818,7.391407484890749,10
819,6.9696162280701754,21
820,6.497649838635316,8
821,7.847675885492479,20
822,7.0926108674463935,21
823,6.995177501152605,8
824,6.179336487142163,20
825,7.677312440645775,15
826,7.589989130434782,19
827,10.248080484330483,15
828,6.339487922705314,19
829,9.943125,13
830,10.449606082375478,17
831,6.56887962962963,9
832,7.97001924001924,18
833,6.177264063226406,10
834,7.17657606103958,16
835,6.019714086471408,10
836,8.03563752276867,5
837,6.298112711476909,6
838,10.574654499540863,7
839,8.399496812386158,5
840,6.07200183654729,7
841,8.348617998163453,7
842,6.5645839193624,12
843,7.738783524904214,17
844,7.2459658828953435,8
845,9.053239981785064,5
846,7.827195264885138,12
847,7.727104656523744,8
848,7.081373456790123,15
849,7.345779961183891,20
850,6.900575313807531,10
851,6.779435336976321,5
852,6.473944921316165,16
853,9.644655172413794,17
854,6.482709471766849,5
855,7.570145176040238,6
856,7.350573361823361,15
857,7.082122844827587,17
858,7.390574151557415,10
859,6.34664886039886,15
860,6.1076364522417155,21
861,7.270851929335192,10
862,6.976714924670433,13
863,7.213817049808429,17
864,7.396024531024531,18
865,8.077790670417253,12
866,9.258082358674464,21
867,7.738742630385488,4
868,6.803169245194562,12
869,9.349023148148149,9
870,6.637951388888889,9
871,9.180287234042552,14
872,5.975376085962506,6
873,6.368794398907104,5
874,5.971958812260537,17
875,6.464926713947991,14
876,6.999466374269006,21
877,7.289718645684311,16
878,6.572616413093591,8
879,8.384253398968589,12
880,8.844778481012659,12
881,9.387495427526291,6
882,6.317209051724138,17
883,8.744330132601737,6
884,6.536108726752504,16
885,8.840567976513098,3
886,7.8765510252742015,16
887,7.1152885073915115,16
888,10.871766439909297,4
889,6.076656206415621,10
890,7.267641794514179,10
891,6.539316425120773,19
892,6.066703246456333,6
893,7.570679669030733,14
894,7.355083333333334,9
895,7.847216312056737,14
896,8.365951074531322,6
897,6.0168836088154265,7
898,6.838152654867256,23
899,7.5537077294685995,19
900,6.168423913043478,19
901,7.959565318456533,10
902,6.6344169061302685,17
903,7.287134986225896,7
904,9.547795660467335,16
905,5.942240740740741,9
906,7.909386724386724,18
907,9.141600694444444,9
908,8.558680555555556,17
909,7.079819688109161,21
910,10.652647128060265,13
911,8.655528823802882,10
912,7.1404677729677735,18
913,6.387674897119341,6
914,10.445777550091075,5
915,7.263541371158392,14
916,7.846975441106342,16
917,6.072681211254173,16
918,6.746739389604196,16
919,7.77028940027894,10
920,7.755412037037037,9
921,6.5976835956127795,16
922,7.675037986704654,15
923,5.959690545808966,21
924,8.465342056932966,7
925,7.922056247118488,8
926,6.284897292250234,11
927,7.552650966183575,19
928,7.600324839302112,7
929,8.381561594202898,19
930,7.168041781450873,7
931,10.661912437128485,6
932,6.384471365638767,22
933,6.571399805919456,20
934,7.359793388429752,7
935,9.655864066193853,14
936,7.772463116643615,8
937,6.684256885090218,15
938,6.362991363211951,11
939,10.913843937298294,8
940,7.673797833102812,8
941,9.447671120487577,12
942,5.934589424951267,21
943,8.491789461134955,16
944,8.060986111111111,9
945,7.359224779172479,10
946,7.99025759734093,15
947,9.841256446319738,12
948,7.49906754264638,8
949,7.160967120181406,4
950,7.670766711833785,3
951,7.937203065134099,17
952,6.209430138292799,16
953,7.752775372775373,18
954,6.489995427526292,6
955,7.02806872605364,17
956,9.184656462585034,4
957,8.472347745234774,10
958,8.126137339055795,16
959,8.058704861111112,9
960,6.684543235704323,10
961,7.005291005291005,18
962,7.890697450697451,18
963,6.261216931216931,18
964,6.272934833567745,12
965,6.353639240506329,12
966,6.758097749648382,12
967,7.686616780045352,4
968,6.55078216374269,21
969,6.879149459193706,23
970,7.161548489278752,21
971,7.691694324194324,18
972,9.74373417721519,12
973,5.966454458750596,16
974,7.54564776867031,5
975,7.347694198623403,23
976,7.246339155749636,20
977,7.658169030732861,14
978,9.759308561808561,18
979,10.333340306834032,10
980,6.98806129476584,7
981,6.001504728132388,14
982,6.4337768440709615,11
983,10.157720422852002,2
984,7.568450113378685,4
985,7.8760173754000915,6
986,7.755929398148148,9
987,6.197875058602906,12
988,5.924347517730496,14
989,6.6899710144927536,19
990,7.577012077294686,19
991,6.275992236778263,20
992,6.777309558466764,20
993,8.767585648148149,9
994,7.996873496873497,18
995,9.894388185654007,12
996,7.355386208576998,21
997,7.666165311653117,3
998,8.243329694323144,20
999,7.847397959183673,4
1000,6.169432966023875,7
1001,6.2648426745329395,23
1002,6.798819153881915,10
1003,5.991084307992203,21
1004,8.981151300236407,14
1005,8.372521990740742,9
1006,6.655347815764482,15
1007,7.576545737547892,17
1008,6.68632183908046,17
1009,6.238902835890284,10
1010,8.142145513714551,10
1011,8.073866139846743,17
1012,6.064429012345679,15
1013,7.673449453551913,5
1014,7.45721158392435,14
1015,6.352037429378531,13
1016,8.842586877000457,6
1017,7.264269636015325,17
1018,6.694247538677918,12
1019,7.941231634527089,7
1020,9.97909410430839,4
1021,9.508643518518518,9
1022,9.24417149758454,19
1023,6.084831871345029,21
1024,8.5514192139738,20
1025,7.968943310657596,4
1026,7.36531416787967,20
1027,6.866888656438865,10
1028,6.666784407864655,6
1029,6.573006038647343,19
1030,6.5691774891774894,18
1031,6.648354430379747,12
1032,7.773003187613844,5
1033,7.862245169082126,19
1034,6.184232967535436,6
1035,6.175703161320317,10
1036,7.385956243854474,23
1037,7.769218676122931,14
1038,10.283910519125683,5
1039,7.041719467401286,7
1040,8.65856038647343,19
1041,7.937221088435374,4
1042,6.564706723891273,16
1043,7.343531235097759,16
1044,6.57807727480567,6
1045,7.370264376218324,21
1046,10.664420803782505,14
1047,7.197562119081107,12
1048,7.053637797185832,20
1049,7.45943853427896,14
1050,7.520888888888889,19
1051,9.47405345471522,11
1052,6.094175964667596,10
1053,9.550842592592593,9
1054,7.621530732860521,14
1055,6.086439716312056,14
1056,8.661398033836305,6
1057,7.173951149425287,17
1058,10.614901129943503,13
1059,6.965493961352657,19
1060,10.165252629172382,6
1061,7.664258087201125,12
1062,7.569972342472342,18
1063,6.465750117205814,12
1064,6.074711209006363,22
1065,7.208753501400561,11
1066,7.6658082975679545,16
1067,7.963839586339587,18
1068,6.56817081604426,8
1069,10.367998124706986,12
1070,7.836357376283847,11
1071,7.0525812712275595,20
1072,7.948595744680851,14
1073,6.277792699724518,7
1074,6.081315049226442,12
1075,8.550668328584996,15
1076,7.854486714975845,19
1077,7.651509103641456,11
1078,6.4932847222222225,9
1079,6.2108568738229755,13
1080,7.003011502692119,22
1081,7.662107699805069,21
1082,10.46298696844993,6
1083,9.454936542145594,17
1084,7.449110169491526,13
1085,8.089338624338623,18
1086,7.092628205128205,15
1087,8.631215574548907,15
1088,10.42842363968907,6
1089,7.07905303030303,7
1090,6.470325501713167,22
1091,6.747378187613844,5
1092,9.263585434173669,11
1093,7.559011544011544,18
1094,7.205188614540467,6
1095,7.048278008298755,8
1096,10.145958628841608,14
1097,6.8380182780182786,18
1098,7.258099415204678,21
1099,6.384972100921883,20
1100,7.35125,17
1101,8.292650312650313,18
1102,9.174334030683404,10
1103,6.775404896421845,13
1104,6.048351608187134,21
1105,7.754419934640523,11
1106,6.425146773410965,20
1107,10.561810829817158,12
1108,6.779903381642512,19
1109,6.267857487922705,19
1110,7.252753411306043,21
1111,8.89118169398907,5
1112,9.388227891156463,4
1113,5.977921455938697,17
1114,7.855482202982203,18
1115,6.9572101449275365,19
1116,10.764643179765132,3
1117,9.851103206865401,3
1118,10.177764775413712,14
1119,7.590778959810875,14
1120,6.2607009456264775,14
1121,8.668988340192044,6
1122,6.476153757491932,8
1123,6.585595730027548,7
1124,6.637170737547893,17
1125,9.773568376068377,2
1126,7.075633608815426,7
1127,6.001691595441595,15
1128,6.775731364275668,12
1129,6.74389233241506,7
1130,7.689679398148148,9
1131,6.566873861566484,5
1132,6.893665025785279,12
1133,6.293203622124327,22
1134,7.153249885688158,6
1135,8.778281400966183,19
1136,7.860436671239141,6
1137,7.269295224977044,7
1138,10.274774678111589,16
1139,10.767037414965987,4
1140,7.865824879227053,19
1141,7.8683010603964965,8
1142,7.4503529143898,5
1143,7.922932367149759,19
